node_id,title,community_id,community_label,degree,color
3050,[Bug] Excessive token consumption on Max plan - 15% rate limit after minimal usage,19,TokenUsageIssues BillingIssues TimeoutIs,6,#F1C40F
3100,[BUG] Claude is stealing my fucks,16,BUG_Claude INTERRUPTED_MESSAGE AN,2,#69F0AE
3115,[BUG] Claude Code in VSCode Version 2.1.90 Editing Files in Plan Mode. WTF?,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
3116,[BUG] claude code becomes basically unusable,23,Bug Freeze NotWorking IgnoringInstructio,47,#E74C3C
3140,[BUG] i reached limit session in under 5minutes,19,TokenUsageIssues BillingIssues TimeoutIs,3,#F1C40F
3150,Context compaction too aggressive on 1M context window (Opus 4.6),3,Opus_46_Issues Context_Limit Token,4,#9B59B6
3222,[Bug] Excessive API token consumption leading to rapid rate limit depletion,19,TokenUsageIssues BillingIssues TimeoutIs,14,#F1C40F
3226,[Bug] Excessive API usage consumption during active session,19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3239,Auto-compaction triggers at ~6% context usage on Opus 4.6 (1M context),3,Opus_46_Issues Context_Limit Token,8,#9B59B6
3252,"Chrome extension MCP tools report 'not connected' despite successful pairing (macOS, v2.1.90)",10,Chrome_Connection_Issues,1,#E67E22
3289,Doesnt seem like new session resets usage limits correctly.,19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3290,[Bug] Claude invokes incorrect tool and exits plan mode prematurely on invalid invocation,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
3292,"[BUG] Excessive token consumption since 2.1.88 — 66% usage in 2 questions (Max 5x, Opus 4.6)",3,Opus_46_Issues Context_Limit Token,5,#9B59B6
3303,[BUG] Extreme token consumption — quota depleted in minutes with normal usage,19,TokenUsageIssues BillingIssues TimeoutIs,8,#F1C40F
3309,[BUG] Claude Code not responsive at all,23,Bug Freeze NotWorking IgnoringInstructio,9,#E74C3C
3331,[Bug] Excessive token/rate limit consumption without reading any files,19,TokenUsageIssues BillingIssues TimeoutIs,4,#F1C40F
3332,"New sessions fail with ""Claude Code process exited with code 1"" in desktop app v2.1.87",23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
3333,[Bug] Excessive token consumption rate over extended periods,19,TokenUsageIssues BillingIssues TimeoutIs,33,#F1C40F
3339,[Bug] Excessive API usage consuming tokens rapidly,19,TokenUsageIssues BillingIssues TimeoutIs,20,#F1C40F
3343,[Bug] Excessive context window consumption causing rapid token budget depletion,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
3363,"[BUG] Claude Code bypasses Plan Mode and operates under ""Ask before edits"" Mode",23,Bug Freeze NotWorking IgnoringInstructio,6,#E74C3C
3371,"[BUG] Title: [BUG] Cowork cannot connect to ""Claude in Chrome"" MCP — chrome-native-host.exe returns ""Access is denied (os error 5)"" — reproduced on 3 machines (Windows + macOS)",10,Chrome_Connection_Issues,1,#E67E22
3426,[BUG] Newest version of Claude Code Desktop 1.1.9493 no longer responding on Mac,18,Unresponsive_Mac_Desktop,2,#2ECC71
3427,[BUG] Incorrectly calculated usage limits,13,BUG_USAGE_LIMITS,2,#F06292
3466,[Bug] Unexpected high token usage spike on session resume with minimal prompt input,14,ExcessiveTokenConsumption PromptCacheIss,1,#2196F3
3511,[BUG] issue in claude code in vscode extension,7,vscode_issues api_error extension_breaks,18,#E91E63
3551,[BUG] Sporadic context compaction triggers on first message in some sessions (1M Opus 4.6),3,Opus_46_Issues Context_Limit Token,2,#9B59B6
3556,[Bug] Rate limit consumed without API calls,19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3567,Chrome MCP: 'Browser extension is not connected' despite native messaging working correctly,10,Chrome_Connection_Issues,7,#E67E22
3583,[Bug] Excessive token consumption causing unusable API costs,19,TokenUsageIssues BillingIssues TimeoutIs,20,#F1C40F
